# freq_Hz, amplitude_linear, amplitude_dBm, phase_rad
1.800000000000000000e+08,9.526293194862060754e-05,-6.741122116633792416e+01,9.789823919225956184e-01
1.840000000000000000e+08,2.027911973548668953e-04,-6.084871805411629708e+01,4.632219077762554926e-01
1.880000000000000000e+08,5.779217507849454695e-05,-7.175231924390564586e+01,1.329256912546682656e+00
1.920000000000000000e+08,1.331372986443642528e-04,-6.450370522594997169e+01,9.521525953269046605e-01
1.960000000000000000e+08,1.057440407678352840e-04,-6.650458200413387999e+01,5.731134050339629082e-01
2.000000000000000000e+08,2.021924108727985846e-04,-6.087440302992425245e+01,5.767761041227306151e-01
2.040000000000000000e+08,1.640217101312629368e-04,-6.269167333043171908e+01,6.682622860094239448e-01
2.080000000000000000e+08,1.794834947242622103e-04,-6.190920970148079050e+01,2.568543085844349205e-02
2.120000000000000000e+08,1.149134686403801940e-04,-6.578228136456571917e+01,1.050899286238864860e+00
2.160000000000000000e+08,1.713123842324136429e-04,-6.231392485534107095e+01,8.867920398643660551e-01
2.200000000000000000e+08,1.010248242140818729e-04,-6.690113797473549084e+01,1.012316073783871673e+00
2.240000000000000000e+08,4.218099978450241241e-05,-7.448736265774380172e+01,1.361714569826785182e+00
2.280000000000000000e+08,4.855636266919444724e-05,-7.326477711293149753e+01,1.147318357230615149e+00
2.320000000000000000e+08,1.645613521719825742e-04,-6.266314309889057199e+01,4.437879259119619224e-01
2.360000000000000000e+08,1.541228681398088462e-04,-6.323235839552066295e+01,8.592621738061041459e-01
2.400000000000000000e+08,2.146239606052490942e-04,-6.035613594446509467e+01,9.641464678264753674e-02
2.440000000000000000e+08,2.355733296236612882e-05,-7.954717763624745430e+01,1.444613579094535805e+00
2.480000000000000000e+08,3.136205383737691453e-05,-7.706161012316815118e+01,1.061260377477101668e+00
2.520000000000000000e+08,1.237017207857501371e-04,-6.514218522255501398e+01,9.348590188737500029e-01
2.560000000000000000e+08,2.069893309857032072e-04,-6.067074082634243837e+01,5.284291132369977051e-01
2.600000000000000000e+08,1.648550349152313435e-04,-6.264765572988110165e+01,6.297305465751672493e-01
2.640000000000000000e+08,1.987096190627574480e-04,-6.102532222760943625e+01,9.984008110155827287e-02
2.680000000000000000e+08,1.140576077847944533e-04,-6.584721487210427426e+01,9.615225135881044771e-01
2.720000000000000000e+08,5.820047567015013108e-05,-7.169116936064516210e+01,1.178880286218886297e+00
2.760000000000000000e+08,1.546570036290925438e-04,-6.320230820790542481e+01,7.553908025553525141e-01
2.800000000000000000e+08,2.358950549899633382e-04,-5.953532330390867600e+01,5.955341420691355747e-01
2.840000000000000000e+08,1.095968932290048120e-04,-6.619373517802517881e+01,9.263497817223552699e-01
2.880000000000000000e+08,1.091240436177393379e-04,-6.623129103341453572e+01,9.240248130114343539e-01
2.920000000000000000e+08,1.008488185144820981e-04,-6.691628375056923517e+01,8.013448843704108759e-02
2.960000000000000000e+08,1.223049942113479060e-04,-6.524081621512090123e+01,2.598567364728025519e-01
3.000000000000000000e+08,1.164262406876355661e-04,-6.566868255023015877e+01,4.947871130888770730e-01
